title,company,city,job_type,salary,link
(Back-End Developer (Django,دیجی فای | DIGIFY,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/digify/jobs/CLfg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-back-end-developer-django-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C-%D9%81%D8%A7%DB%8C?_ref=16
Technical Team Lead (Remote-Django),تجارت همراه روناش | Ronash,تهران، تهران,قرارداد دورکاری,"(حقوق از ۳۵,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/ronashco/jobs/CJG0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-technical-team-lead-remote-django-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B1%D9%88%D9%86%D8%A7%D8%B4?_ref=16
برنامه‌نویس پایتون (Django-آقا),منش | Manesh,تهران، تهران,قرارداد پاره‌وقت,(حقوق توافقی),https://jobinja.ir/companies/manesh-1/jobs/CFcs/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-django-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%85%D9%86%D8%B4?_ref=16
برنامه‌نویس پایتون (Python/Django),پویان افزار فناور | Poyan Afzar Fanavar,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۱۵,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/poyan-afzar-fanavar/jobs/CzQ9/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D8%B1-%D9%BE%D9%88%DB%8C%D8%A7%D9%86-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1?_ref=16
(Senior Back-End Developer (Django,مدافون | Medafone,تهران، تهران,قرارداد پاره‌وقت,(حقوق توافقی),https://jobinja.ir/companies/medafone/jobs/C6TK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-django-%D8%AF%D8%B1-%D9%85%D8%AF%D8%A7%D9%81%D9%88%D9%86?_ref=16
برنامه‌نویس بک اند (پایتون-Django),کلید طلایی | Golden Key,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/golden-key-2/jobs/CLRj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A8%DA%A9-%D8%A7%D9%86%D8%AF-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-django-%D8%AF%D8%B1-%DA%A9%D9%84%DB%8C%D8%AF-%D8%B7%D9%84%D8%A7%DB%8C%DB%8C?_ref=16
برنامه‌نویس ارشد (Python (Django,مونا تکنولوژی | MonaTecg,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۳۵,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/monatecg/jobs/CF4g/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-django-%D8%AF%D8%B1-%D9%85%D9%88%D9%86%D8%A7-%D8%AA%DA%A9%D9%86%D9%88%D9%84%D9%88%DA%98%DB%8C?_ref=16
(Senior Back-End Developer (Django,عرش | ARSH,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/amid-rayaneh-sharif-arsh/jobs/CJlh/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-django-%D8%AF%D8%B1-%D8%B9%D8%B1%D8%B4?_ref=16
Django) Full-stack Developer-دورکاری),اپتک | App Tech,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/apptech/jobs/CJwO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-full-stack-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D9%BE%D8%AA%DA%A9?_ref=16
برنامه‌نویس پایتون (Python/Django),آینده پژوهان لوتوس | APLotus,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/aplotus-1/jobs/CJFe/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D8%B1-%D8%A2%DB%8C%D9%86%D8%AF%D9%87-%D9%BE%DA%98%D9%88%D9%87%D8%A7%D9%86-%D9%84%D9%88%D8%AA%D9%88%D8%B3?_ref=16
Python-Django) Back-End Developer),آرتا ویژن آوا | Atra Vision Ava,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/atra-vision-ava/jobs/C6xJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-django-back-end-developer-%D8%AF%D8%B1-%D8%A2%D8%B1%D8%AA%D8%A7-%D9%88%DB%8C%DA%98%D9%86-%D8%A2%D9%88%D8%A7?_ref=16
Django) Back-End Developer-دورکاری),بیت‌ پین | Bitpin,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/bitpin/jobs/CAlO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-back-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%DB%8C%D8%AA-%D9%BE%DB%8C%D9%86?_ref=16
(Senior Back-End Developer (Django,کوین پلاس | Coin Plus,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/coin-plus/jobs/RBwc/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-django-%D8%AF%D8%B1-%DA%A9%D9%88%DB%8C%D9%86-%D9%BE%D9%84%D8%A7%D8%B3?_ref=16
کارآموز برنامه‌نویسی جنگو (Django-رودهن),فناوران امین ایده ویرا | Technologists Amin Idea Vira,تهران، رودهن,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/sass/jobs/RdPT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%A2%D9%85%D9%88%D8%B2-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D8%AC%D9%86%DA%AF%D9%88-django-%D8%B1%D9%88%D8%AF%D9%87%D9%86-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%D8%A7%D9%86-%D8%A7%D9%85%DB%8C%D9%86-%D8%A7%DB%8C%D8%AF%D9%87-%D9%88%DB%8C%D8%B1%D8%A7?_ref=16
Remote-Python/Django) Senior Back-End Developer),می‌تایم | Me Time,تهران، تهران,قرارداد دورکاری,"(حقوق از ۱۵,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/mojhe/jobs/CFrH/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-remote-python-django-senior-back-end-developer-%D8%AF%D8%B1-%D9%85%DB%8C-%D8%AA%D8%A7%DB%8C%D9%85?_ref=16
کارشناس ارشد Django) Back-End Python),تریبون | Triboon,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/triboon/jobs/Czfi/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-django-back-end-python-%D8%AF%D8%B1-%D8%AA%D8%B1%DB%8C%D8%A8%D9%88%D9%86?_ref=16
Senior Back-End Developer (Remote-Django),تجارت همراه روناش | Ronash,تهران، تهران,قرارداد دورکاری,"(حقوق از ۲۰,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/ronashco/jobs/ReYy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-remote-django-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%B1%D9%88%D9%86%D8%A7%D8%B4?_ref=16
(دورکاری-Python/Django) Senior Back-End Developer,تحقیقات رایکا | Raika Research,تهران، تهران,قرارداد دورکاری,"(حقوق از ۳۵,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/ethica-data/jobs/CLSc/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-python-django-senior-back-end-developer-%D8%AF%D8%B1-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D8%B1%D8%A7%DB%8C%DA%A9%D8%A7?_ref=16
برنامه‌نویس پایتون (Python/Django-دورکاری),آسیا نگار گلسار | ANG,تهران، تهران,قرارداد دورکاری,"(حقوق از ۶,۵۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/ang/jobs/CLxt/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-django-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A2%D8%B3%DB%8C%D8%A7-%D9%86%DA%AF%D8%A7%D8%B1-%DA%AF%D9%84%D8%B3%D8%A7%D8%B1?_ref=16
برنامه‌نویس ارشد جنگو (Django-دورکاری),ترب | Torob,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/torob/jobs/C04N/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AC%D9%86%DA%AF%D9%88-django-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%AA%D8%B1%D8%A8?_ref=16
Django) Senior Back-End Developer-دورکاری),مدیفا | Medifa,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/medifa/jobs/Czkp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-senior-back-end-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%85%D8%AF%DB%8C%D9%81%D8%A7?_ref=16
توسعه‌دهنده ارشد زیرساخت (Python-Django),مهسان | Mahsan,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/mahsan-1/jobs/RG8R/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%B2%DB%8C%D8%B1%D8%B3%D8%A7%D8%AE%D8%AA-python-django-%D8%AF%D8%B1-%D9%85%D9%87%D8%B3%D8%A7%D9%86?_ref=16
برنامه‌نویس Django-React) Full Stack),نرم افزاری داتیس آرین قشم | Dotin,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/dotin/jobs/RNep/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-django-react-full-stack-%D8%AF%D8%B1-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%AF%D8%A7%D8%AA%DB%8C%D8%B3-%D8%A2%D8%B1%DB%8C%D9%86-%D9%82%D8%B4%D9%85?_ref=16
Django/Python) Full-stack Developer-دورکاری),اپتک | App Tech,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/apptech/jobs/C2xd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-python-full-stack-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D9%BE%D8%AA%DA%A9?_ref=16
Senior Back-End (Django-جذب نیرو به صورت امریه-آقا),استارت آپ هم افزا | HamAfza Startup,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/startup-24/jobs/CLXL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-django-%D8%AC%D8%B0%D8%A8-%D9%86%DB%8C%D8%B1%D9%88-%D8%A8%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-%D8%A7%D9%85%D8%B1%DB%8C%D9%87-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1%D8%AA-%D8%A2%D9%BE-%D9%87%D9%85-%D8%A7%D9%81%D8%B2%D8%A7?_ref=16
برنامه‌نویس پایتون (Python),ارتباطات فرهنگ آزما | Azma group,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/azma-group-3/jobs/CF4E/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%A7%D8%B1%D8%AA%D8%A8%D8%A7%D8%B7%D8%A7%D8%AA-%D9%81%D8%B1%D9%87%D9%86%DA%AF-%D8%A2%D8%B2%D9%85%D8%A7?_ref=16
برنامه‌نویس پایتون,مرکز نوآوری و شتابدهی برنا | Burna,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/zaeim-5/jobs/RL1u/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D9%86%D9%88%D8%A2%D9%88%D8%B1%DB%8C-%D9%88-%D8%B4%D8%AA%D8%A7%D8%A8%D8%AF%D9%87%DB%8C-%D8%A8%D8%B1%D9%86%D8%A7?_ref=16
Python Developer(دورکاری),بلاک‌کورپ | ‌BlockCorp,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/blockcorp/jobs/CzuC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A8%D9%84%D8%A7%DA%A9-%DA%A9%D9%88%D8%B1%D9%BE?_ref=16
توسعه دهندهDjango) Python),چترنیلی | Chatr Nili,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/chatrenili/jobs/CR7Y/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87django-python-%D8%AF%D8%B1-%DA%86%D8%AA%D8%B1%D9%86%DB%8C%D9%84%DB%8C?_ref=16
Python Developer,آیرین | Ireen,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۳۰,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/ireen-1/jobs/Czbe/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D8%A2%DB%8C%D8%B1%DB%8C%D9%86?_ref=16
کارشناس برنامه‌نویسی پایتون,پرشین گستر | Persian Gostar,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۹,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/persian-gostar/jobs/RiEN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D9%BE%D8%B1%D8%B4%DB%8C%D9%86-%DA%AF%D8%B3%D8%AA%D8%B1?_ref=16
برنامه‌نویس Python ( جنگو),فن آوران هوش مکانی | Fahmco,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۸,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/fahmco/jobs/CJdd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AC%D9%86%DA%AF%D9%88-%D8%AF%D8%B1-%D9%81%D9%86-%D8%A2%D9%88%D8%B1%D8%A7%D9%86-%D9%87%D9%88%D8%B4-%D9%85%DA%A9%D8%A7%D9%86%DB%8C?_ref=16
برنامه‌نویس پایتون (Python-آقا),مرکز تحقیقاتی پرنیان | Parnian,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۸,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/parnian-8/jobs/RB01/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D9%85%D8%B1%DA%A9%D8%B2-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA%DB%8C-%D9%BE%D8%B1%D9%86%DB%8C%D8%A7%D9%86?_ref=16
(Senior Back-End Developer (Python,گروه نارون | Narvan HR Group,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/narvan-hr-group/jobs/CJa0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-python-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%A7%D8%B1%D9%88%D9%86?_ref=16
برنامه‌نویس Python,شبکه بهبود تجربه فروش | Behbood Tajrobeh,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/behbood-tajrobeh/jobs/C65y/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%B4%D8%A8%DA%A9%D9%87-%D8%A8%D9%87%D8%A8%D9%88%D8%AF-%D8%AA%D8%AC%D8%B1%D8%A8%D9%87-%D9%81%D8%B1%D9%88%D8%B4?_ref=16
(Senior Back-End Developer (Python,ایران پروموت | Iran Promote,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۱۶,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/iranpromote/jobs/C6oK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-python-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D9%BE%D8%B1%D9%88%D9%85%D9%88%D8%AA?_ref=16
Senior Python Developer,دیجیتون | Digitoon,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/digitoon/jobs/C6Pm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-python-developer-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D9%88%D9%86?_ref=16
برنامه‌نویس ارشد جنگو,فوتبال 360 | football360,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/football360-1/jobs/RQU2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AC%D9%86%DA%AF%D9%88-%D8%AF%D8%B1-%D9%81%D9%88%D8%AA%D8%A8%D8%A7%D9%84-360?_ref=16
برنامه‌نویس ارشد Python,سینماتیکت | Cinema Ticket,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۱۲,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/cinema-ticket/jobs/CqQp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-python-%D8%AF%D8%B1-%D8%B3%DB%8C%D9%86%D9%85%D8%A7%D8%AA%DB%8C%DA%A9%D8%AA?_ref=16
برنامه‌نویس پایتون,هلدینگ ایده پردازان درنیان | Idepardazandornian Holding,تهران، تهران,قرارداد تمام‌وقت,(حقوق حقوق پایه (وزارت کار)),https://jobinja.ir/companies/idepardazandornian-holding/jobs/C0TC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-%D8%AF%D8%B1-%D9%87%D9%84%D8%AF%DB%8C%D9%86%DA%AF-%D8%A7%DB%8C%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%A7%D9%86-%D8%AF%D8%B1%D9%86%DB%8C%D8%A7%D9%86?_ref=16
برنامه‌نویسPython,تجارت الکترونیک امن موج | Amn Moj,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/amn-moj-company/jobs/C02s/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3python-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D8%A7%D9%85%D9%86-%D9%85%D9%88%D8%AC?_ref=16
Senior Front-End Developer (صرافی-React),گروه مالی کاریزما | Charisma Financial Group,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۱۸,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/charisma-financial-services-group/jobs/C0SJ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-front-end-developer-%D8%B5%D8%B1%D8%A7%D9%81%DB%8C-react-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D8%A7%D9%84%DB%8C-%DA%A9%D8%A7%D8%B1%DB%8C%D8%B2%D9%85%D8%A7?_ref=16
برنامه‌نویس Full Stack,هومکا | Homeca,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/homeca-1/jobs/C0Ym/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-full-stack-%D8%AF%D8%B1-%D9%87%D9%88%D9%85%DA%A9%D8%A7?_ref=16
Python Developer (Machine Learning-دورکاری),اسکواد | Squad Global,تهران، تهران,قرارداد دورکاری,(حقوق توافقی),https://jobinja.ir/companies/squadshop/jobs/RBIw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-machine-learning-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%A7%D8%B3%DA%A9%D9%88%D8%A7%D8%AF?_ref=16
برنامه‌نویس پایتون (Python),سبا پردازش | Sabapardazesh,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/sabapardazesh/jobs/CLcz/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%B3%D8%A8%D8%A7-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4?_ref=16
برنامه‌نویس (Back-End (python,سهمتو | Sahmeto,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/negarbi/jobs/Cc3i/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-python-%D8%AF%D8%B1-%D8%B3%D9%87%D9%85%D8%AA%D9%88?_ref=16
Python Developer,هیدیکا | Hidica,تهران، تهران,قرارداد تمام‌وقت,"(حقوق از ۱۸,۰۰۰,۰۰۰ تومان)",https://jobinja.ir/companies/hidica-1/jobs/Cc8X/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-python-developer-%D8%AF%D8%B1-%D9%87%DB%8C%D8%AF%DB%8C%DA%A9%D8%A7?_ref=16
برنامه‌نویس Python,اگزا | Exa DataScience Lab,تهران، تهران,قرارداد تمام‌وقت,(حقوق توافقی),https://jobinja.ir/companies/exa-datascience-lab/jobs/CcIS/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-python-%D8%AF%D8%B1-%D8%A7%DA%AF%D8%B2%D8%A7?_ref=16
